Czechoslovakia,4500000,,,,,,,,,,,,,,,,,,7007842,,,,,,,,,,,,,,,,,,,,7657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9250000,,,,,,,,,,,,,,,,,,,,10155000,,,,,,,,,,,,,,,,,,,,11253000,,,,,,,,,,12142000,,,,,,,,,,12984000,,,13245000,,,,,,,12979000,13008000,13159000,13293000,13413000,13537000,13644000,13728000,13807000,13884000,13964000,14052000,14138000,14216000,14282000,14339000,14387000,14429000,14603000,14683000,14713000,14671000,14577000,14538000,14593000,14152000,12916000,12164000,12339000,12339000,12388568,12531868,12683320,12819669,12952054,13092570,13229151,13358035,13474401,13564593,13654088,13778892,13857666,13948326,14052204,14146861,14224347,14277347,14322641,14284202,14319099,14381376,14455591,14549273,14657870,14771737,14883683,14989718,15088911,15182228,15254684,15311596,15351747,15388264,15423304,15454794,15480920,15510915,15537004,15559005,15572130,15586768,15618590,15650011,15675429,15685424,15685007,15683717,15681185,15676175,15670448,15666989,15666347,15667493,15669745,15672501,15674903,15676246,15676318,,,,,
Denmark,700000,,,,,,,,,,,,,,,,,,1062514,,,,,,,,,,,,,,,,,,,,1155000,1167000,1179000,1196000,1213000,1228000,1243000,1255000,1265000,1270000,1273000,1275000,1276000,1284000,1295000,1306000,1315000,1325000,1335000,1347000,1357000,1371000,1385000,1392000,1414000,1430000,1444000,1456000,1470000,1484000,1499000,1517000,1536000,1552000,1569000,1590000,1612000,1634000,1653000,1674000,1696000,1717000,1739000,1761000,1777000,1799000,1814000,1833000,1852000,1871000,1888000,1903000,1918000,1935000,1954000,1973000,1994000,2019000,2043000,2064000,2081000,2101000,2120000,2137000,2160000,2186000,2213000,2237000,2257000,2276000,2294000,2311000,2327000,2344000,2367000,2397000,2428000,2462000,2497000,2530000,2561000,2594000,2623000,2653000,2681000,2710000,2741000,2775000,2809000,2845000,2882000,2917000,2951000,2983000,3018000,3055000,3092000,3130000,3165000,3202000,3242000,3285000,3322000,3356000,3389000,3425000,3452000,3475000,3497000,3518000,3542000,3569000,3603000,3633000,3666000,3695000,3722000,3749000,3777000,3805000,3832000,3863000,3903000,3949000,3998000,4045000,4101000,4146000,4190000,4230000,4268270,4308125,4344863,4378663,4409858,4438935,4466552,4493517,4520755,4549237,4579770,4612789,4648157,4685089,4722383,4759095,4794927,4829945,4863983,4896948,4928704,4959083,4987806,5014503,5038752,5060227,5079015,5095133,5108145,5117514,5123026,5124545,5122696,5118998,5115476,5113701,5114172,5116854,5122098,5130127,5141034,5155038,5172040,5191370,5212071,5233364,5255213,5277572,5299649,5320488,5339501,5356055,5370507,5384487,5400280,5419444,5442644,5469130,5497312,5524874,5550142,5572594,5592738,5611187
Djibouti,,,,,,,,,,,,,,,,,,,22848,,,,,,,,,,,,,,,,,,,,22848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62001,63464,65022,66649,68353,70178,72203,74539,77330,80730,84877,89853,95652,102165,109222,116706,124688,133253,142320,151782,161622,171519,181622,192922,206763,223963,245326,270222,296307,320332,340133,354304,363940,372386,384409,403221,430367,464202,500876,534862,562290,581641,594437,603534,613219,626537,644434,665755,688940,711573,731930,749604,765283,779640,793738,808367,823682,839453,855636,872090,888716,905564,922708,940090
Dominica,,,,,,,,,,,,,,,,,,,19950,,,,,,,,,,,,,,,,,,,,19950,,,,,,,,,,,,,,,,,,,,,,,,22000,,,,,,,,,,,,,,,,,25000,,,,,,,,,,27000,,,,,,,,,,28000,,,,,,,,,,27000,,,,,,,,,,29000,,,,,,,,,,34000,,,,,,,,,,37000,,,,,,,,,,,,,,,,,,,,,,,,,48000,,,,51101,51706,52298,52945,53690,54557,55545,56631,57774,58920,60015,61034,61983,62918,63920,65037,66304,67681,69041,70212,71076,71567,71737,71745,71811,72092,72648,73412,74240,74922,75312,75374,75166,74747,74212,73637,73022,72365,71740,71240,70926,70842,70962,71181,71350,71364,71184,70846,70419,70003,69672,69447,69301,69200,69087,68925,68700,68434,68159,67922,67757,67675,67665,67702
Dominican Rep.,,,,,,,,,,,,,,,,,,,89000,,,,,,,,,,,,,,,,,,,,89000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146000,,,,,,,,,,,,,,,,,,,,242000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515000,530000,546000,562000,578000,595000,613000,631000,649000,668000,688000,708000,729000,750000,767000,785000,803000,821000,840000,859000,879000,912000,946000,981000,1017000,1054000,1092000,1131000,1172000,1213000,1256000,1300000,1345000,1391000,1438000,1484000,1520000,1558000,1596000,1634000,1674000,1715000,1757000,1800000,1844000,1889000,1935000,1982000,2031000,2080000,2380116,2453032,2531372,2614665,2702503,2794531,2890455,2990035,3093081,3199436,3308941,3421385,3536474,3653809,3772937,3893484,4015213,4137994,4261702,4386255,4511577,4637627,4764319,4891500,5019002,5146742,5274591,5402683,5531528,5661827,5794074,5928429,6064722,6202698,6341950,6482152,6623094,6764750,6907171,7050480,7194666,7339826,7485619,7631076,7774932,7916309,8054768,8190620,8324680,8458164,8591967,8726256,8860760,8995398,9129965,9264267,9398285,9531954,9664948,9796852,9927320,10056181,10183339,10308609
East Germany,,,,,,,,,,,,,,,,,,,5773904,,,,,,,,,,,,,,,,,,,,5773904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9095203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15082861,,,,,,,,,,,,,,,,,,,,,,,15614000,,,,,,,,,,,,,,18388000,,,,,,,,,,,,,,,,,,,,,,,16890000,,,,,,,,,,,,,,,,,16111000,15910000,,,,,,,,,,,,,,,,,16384470,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816000,,,,,,,,,,,,,,,,,,,,1013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000,1420000,1441000,1462000,1483000,1505000,1527000,1549000,1571000,1594000,1617000,1641000,1665000,1689000,1703000,1717000,1731000,1746000,1760000,1774000,1790000,1805000,1820000,1835000,1850000,1865000,1881000,1896000,1912000,1928000,1944000,1995000,2050000,2095000,2140000,2196000,2249000,2298000,2355000,2412000,2466000,2541000,2575000,2641000,2712000,2781000,2853000,2936000,3017000,3104000,3387357,3475475,3566804,3661499,3759759,3861808,3967916,4078387,4193546,4313726,4439206,4570153,4706566,4848259,4994917,5146294,5302370,5463176,5628565,5798368,5972464,6150690,6333049,6519792,6711284,6907740,7109119,7315156,7525548,7739894,7957811,8178948,8403034,8629832,8859125,9090592,9323745,9557974,9792658,10027109,10260587,10493498,10725281,10953182,11173647,11384506,11584074,11774005,11959586,12148188,12345023,12552036,12767415,12987992,13208869,13426402,13639708,13849721,14056740,14261566,14464739,14666055,14864987,15061398
Egypt,4500000,,,,,,,,,,,,,,,,,,4243515,,,,,,,,,,,,,,,,,,,,4194000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7049000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21514023,22048587,22607727,23191489,23799589,24431420,25086028,25762133,26458178,27172404,27903093,28648825,29408697,30182426,30970067,31771227,32586961,33415926,34252634,35089893,35923283,36751162,37577248,38409289,39258086,40132189,41033408,41961731,42921556,43917526,44952497,46025305,47133557,48276547,49453054,50659625,51899728,53166492,54433720,55667119,56843275,57952386,59004372,60020423,61032081,62063810,63120498,64199588,65309201,66457136,67648419,68888032,70174632,71498433,72844998,74203215,75568453,76941572,78323298,79716203,81121077,82536770,83958369,85378440
El Salvador,,,,,,,,,,,,,,,,,,,248000,,,,,,,,,,,,,,,,,,,,248000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366000,,,,,,,,,,,,,,,,,,,,492000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766000,782000,799000,816000,834000,851000,869000,888000,907000,926000,946000,966000,987000,1008000,1030000,1052000,1074000,1098000,1121000,1145000,1170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199897,2236298,2278493,2325449,2376483,2431261,2489824,2552562,2620149,2693432,2773095,2859302,2951387,3047718,3146076,3244774,3342957,3440705,3538389,3636782,3736311,3836884,3937757,4037935,4136133,4231358,4323383,4412237,4497535,4578922,4656263,4729467,4798918,4865611,4930893,4995888,5060307,5124240,5189565,5258654,5332842,5413269,5498489,5584047,5663820,5733401,5791403,5839103,5878097,5911094,5940305,5966027,5988233,6008523,6028792,6050513,6074487,6100868,6129628,6160423,6192993,6227491,6264129,6302723
Equatorial Guinea,,,,,,,,,,,,,,,,,,,80377,,,,,,,,,,,,,,,,,,,,80377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112000,,,,,,,,,,,,167000,,,,,,,,,,171000,,,,,,,,225536,230057,232759,234513,235994,237677,239826,242510,245617,248906,252115,255100,257941,260991,264745,269429,275472,282446,288703,292015,290907,284913,274893,262377,249569,238240,228534,220448,215415,215116,220582,232676,250712,272217,293701,312634,328119,340825,351694,362325,373887,386536,399843,413730,428005,442527,457321,472486,488039,504001,520380,537195,554429,571999,589794,607739,625777,643936,662327,681115,700401,720213,740471,761050
Eritrea,,,,,,,,,,,,,,,,,,,205010,,,,,,,,,,,,,,,,,,,,205010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141300,1162455,1185426,1210063,1236248,1263899,1292970,1323450,1355355,1388725,1423599,1459988,1497855,1537105,1577613,1619301,1662247,1706539,1752123,1798934,1847000,1896028,1946213,1998632,2054727,2115400,2181178,2251397,2324290,2397387,2468902,2537333,2602966,2667868,2735121,2806456,2884388,2967048,3046674,3112654,3158295,3180430,3184019,3180541,3186063,3212503,3263016,3335157,3428264,3539885,3667576,3812473,3973973,4145500,4318343,4486155,4645837,4798561,4947521,5097998,5253676,5415280,5580862,5748304
Eritrea and Ethiopia,2500000,,,,,,,,,,,,,,,,,,3034180,,,,,,,,,,,,,,,,,,,,3154000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21577072,21931687,22299701,22681589,23077851,23489007,23915607,24358225,24817457,25292318,25783370,26289080,26811990,27352724,27910749,28486709,29081191,29680616,30308330,30969390,31628964,32307998,33030559,33786014,34579876,35396905,36294034,37130441,37754295,38221073,38605198,39649026,40749053,41898385,42831710,43487134,44500074,45915489,47584614,49386315,51193511,53584960,55756999,57190199,58770464,60487061,62209971,63919620,65620416,67372393,69046633,70669297,72361662,74098224,75890979,77722924,79564975,81418472,83282565,,,,,
Estonia,,,,,,,,,,,,,,,,,,,334136,,,,,,,,,,,,,,,,,,,,334136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100998,1113922,1126280,1138038,1149241,1160002,1170514,1181044,1191912,1203467,1216003,1229668,1244386,1259824,1275487,1290996,1306197,1321132,1335846,1350454,1365002,1379574,1394029,1407932,1420709,1431998,1441551,1449609,1456892,1464417,1472898,1482176,1491897,1502292,1513617,1525790,1539549,1554175,1566396,1571840,1567631,1552370,1527660,1497364,1467016,1440710,1419727,1403188,1390414,1379962,1370749,1362823,1356644,1351955,1348449,1345857,1344038,1342873,1342145,1341629,1341140,1340537,1339762,1338832
Ethiopia,,,,,,,,,,,,,,,,,,,2948990,,,,,,,,,,,,,,,,,,,,2948990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18433866,18788330,19150885,19522300,19903919,20297664,20706078,21132283,21579828,22052451,22553350,23084406,23645508,24234254,24846785,25480202,26128435,26790992,27476546,28197484,28959382,29777985,30642920,31503206,32289683,32958964,33486288,33903618,34294030,34773640,35426282,36282554,37319328,38500829,39768079,41077517,42417873,43802479,45240322,46747612,48333261,49998845,51730288,53502211,55281054,57042197,58774378,60481739,62174171,63868806,65577897,67303731,69040669,70784012,72526620,74263861,75993403,77718436,79446419,81187751,82949541,84734262,86538534,88356373
Faeroe Islands,,,,,,,,,,,,,,,,,,,13537,,,,,,,,,,,,,,,,,,,,13537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31504,31304,31249,31335,31551,31879,32299,32786,33307,33833,34334,34793,35210,35597,35985,36391,36820,37262,37707,38139,38547,38928,39288,39641,40008,40403,40829,41281,41757,42258,42779,43305,43831,44364,44920,45497,46133,46802,47370,47659,47558,46995,46050,44953,44022,43483,43416,43746,44358,45070,45743,46358,46944,47472,47915,48258,48475,48572,48597,48625,48708,48863,49075,49326
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,2247,2235,2224,2213,2202,2191,2180,2168,2156,2144,2131,2117,2104,2089,2074,2058,2041,2024,2008,1991,1975,1960,1946,1932,1917,1903,1889,1877,1866,1856,1850,1846,1845,1849,1856,1867,1881,1905,1941,1993,2062,2144,2239,2338,2439,2541,2642,2737,2818,2881,2922,2942,2950,2953,2958,2967,2979,2993,3006,3017,3027,3036,3045
Fiji,118803,,,,,,,,,,,,,,,,,,130533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,,,,,,,137000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127000,,,,,,,,,,121000,,,,,,,,,120000,120000,,,,,,,,,,140000,,,,,,,,,,157000,,,,,,,,,,,,,,,198000,,,,,,,,,,260000,,,,288993,296204,304808,314345,324471,334964,345732,356801,368303,380434,393366,407137,421563,436199,450447,463885,476334,487922,498903,509680,520555,531631,542846,554147,565426,576634,587565,598298,609387,621579,635297,651006,668259,685461,700434,711703,718535,721637,722753,724404,728390,735262,744396,754981,765725,775651,784713,793165,800685,806927,811718,814780,816336,817339,819102,822553,828046,835267,843651,852323,860623,868406,875822,882863
Finland,400000,,,,,,,,,,,,,,,,,,977662,,,,,,,,,,,,,,,,,,,,1169000,1186000,1202000,1219000,1235000,1252000,1268000,1310000,1326000,1343000,1364000,1374000,1378000,1383000,1387000,1391000,1399000,1409000,1420000,1430000,1441000,1456000,1476000,1495000,1516000,1536000,1555000,1573000,1591000,1610000,1628000,1642000,1652000,1663000,1673000,1683000,1692000,1703000,1715000,1726000,1738000,1754000,1774000,1794000,1813000,1833000,1840000,1831000,1776000,1734000,1754000,1786000,1819000,1847000,1873000,1899000,1928000,1957000,1983000,2014000,2047000,2072000,2098000,2130000,2164000,2195000,2224000,2259000,2296000,2331000,2364000,2394000,2451000,2430000,2511000,2483000,2515000,2549000,2589000,2624000,2646000,2667000,2686000,2706000,2735000,2762000,2788000,2821000,2861000,2899000,2929000,2962000,2998000,3027000,3053000,3083000,3105000,3124000,3125000,3117000,3133000,3170000,3210000,3243000,3272000,3304000,3339000,3368000,3396000,3424000,3449000,3476000,3503000,3526000,3549000,3576000,3601000,3626000,3656000,3686000,3698000,3702000,3708000,3721000,3735000,3758000,3806000,3859000,3912000,3963000,4009003,4049971,4095096,4142102,4189185,4235002,4278702,4319898,4358612,4395188,4430001,4463165,4494265,4522251,4545748,4564002,4576277,4583461,4588404,4595003,4605998,4622759,4644371,4668510,4691674,4711432,4726845,4739016,4750001,4762803,4779488,4800928,4826163,4853221,4879235,4902206,4921232,4937130,4951685,4967527,4986441,5009160,5034766,5061394,5086368,5107802,5125177,5139257,5151024,5161995,5173370,5185180,5197305,5210595,5226067,5244342,5265936,5290431,5316334,5341546,5364546,5384770,5402627,5418763
France,21471000,,,,,,,,,,,,,,,,,,29355111,,,,,,,,,,,,,,,,,,,,31250000,31460000,31685000,31905000,32127000,32350000,32538000,32727000,32917000,33108000,33300000,33439000,33598000,33718000,33859000,34000000,34178000,34357000,34537000,34718000,34900000,35059000,35218000,35378000,35539000,35700000,35829000,35959000,36089000,36219000,36350000,36479000,36609000,36739000,36869000,37000000,37060000,37120000,37180000,37240000,37300000,37390000,37520000,37710000,37860000,38020000,38080000,38230000,38330000,38890000,38440000,37731000,37679000,37887000,38044000,38221000,38398000,38576000,38763000,38909000,39045000,39191000,39337000,39472000,39629000,39733000,39858000,39889000,39920000,40004000,40014000,39983000,39993000,40014000,40056000,40098000,40192000,40348000,40473000,40546000,40598000,40640000,40713000,40786000,40859000,40890000,40942000,40942000,41046000,41109000,41224000,41307000,41359000,41463000,41476000,40481000,39884000,39288000,38542000,38700000,39000000,39240000,39420000,39880000,40310000,40610000,40870000,40940000,41050000,41230000,41610000,41860000,41860000,41890000,41950000,41940000,41910000,41930000,41960000,41900000,41000000,39600000,39400000,39000000,38900000,39700000,40290000,40680000,41110000,41480000,41831805,42037803,42328940,42672812,43045963,43433879,43831475,44242612,44678632,45155921,45688594,46280695,46919371,47571948,48194218,48754817,49238715,49655097,50026522,50387730,50763212,51161640,51572812,51980081,52358648,52691826,52974009,53214788,53431051,53646954,53880143,54135673,54408866,54695692,54988578,55281465,55575215,55870924,56162822,56443567,56708260,56956057,57189616,57412239,57628904,57844501,58057570,58270419,58496138,58751572,59047795,59390720,59774531,60183884,60596691,60996506,61378065,61744596,62098413,62444770,62787427,63125894,63457777,63782963
French Guiana,,,,,,,,,,,,,,,,,,,9899,,,,,,,,,,,,,,,,,,,,9899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25479,26225,26867,27444,27994,28547,29136,29790,30534,31391,32377,33505,34775,36182,37711,39347,41100,42960,44870,46754,48561,50282,51945,53580,55233,56949,58740,60634,62711,65073,67799,70882,74316,78174,82548,87473,93019,99097,105392,111472,117038,121979,126405,130513,134605,138916,143449,148169,153227,158797,164983,171889,179424,187247,194882,201993,208451,214366,219931,225451,231151,237080,243172,249408
French Polynesia,56845,,,,,,,,,,,,,,,,,,62530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66000,,,,,,,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,36000,,,,,40000,,,,,44000,,,,,,,,,,55000,,,,60696,62583,64335,66019,67690,69394,71167,73034,75011,77110,79335,81695,84206,86887,89768,92859,96177,99708,103387,107129,110872,114591,118303,122041,125862,129803,133865,138027,142290,146651,151098,155637,160251,164893,169500,174024,178450,182788,187044,191237,195383,199464,203481,207494,211583,215798,220172,224667,229171,233532,237638,241448,245000,248357,251622,254870,258119,261345,264541,267685,270764,273777,276731,279632
Gabon,,,,,,,,,,,,,,,,,,,158227,,,,,,,,,,,,,,,,,,,,158227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000,469553,470676,472159,473845,475629,477456,479323,481271,483379,485732,488394,491385,494663,498162,501880,505765,509973,514963,521339,529526,539728,551811,565441,580101,595417,611293,627846,645160,663387,682641,702923,724185,746424,769635,793810,818863,844775,871675,899739,929044,959631,991289,1023531,1055707,1087327,1118215,1148416,1177936,1206862,1235274,1263165,1290532,1317484,1344171,1370729,1397192,1423637,1450310,1477514,1505463,1534262,1563873,1594205
Gambia,,,,,,,,,,,,,,,,,,,103274,,,,,,,,,,,,,,,,,,,,103274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271372,272968,277411,284608,294310,306119,319468,333635,347785,361031,372625,382164,389768,396158,402436,409450,417350,426005,435647,446488,458663,472432,487790,504267,521186,538110,554910,571891,589570,608680,629786,652817,677685,704894,735056,768460,805491,845642,887224,927937,966151,1001252,1033748,1064522,1094974,1126183,1158308,1191155,1225044,1260283,1297084,1335674,1376035,1417818,1460493,1503678,1547259,1591357,1636107,1681734,1728394,1776103,1824777,1874360
Georgia,,,,,,,,,,,,,,,,,,,1072178,,,,,,,,,,,,,,,,,,,,1072178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527004,3584762,3646426,3710244,3774898,3839498,3903604,3967208,4030666,4094586,4159500,4225506,4291963,4357354,4419666,4477493,4530176,4578194,4622680,4665358,4707491,4749634,4791473,4832396,4871428,4907996,4941721,4973247,5004247,5036986,5073000,5111551,5151606,5193836,5239068,5287002,5339661,5394502,5441216,5466100,5459999,5418521,5346229,5254049,5157814,5069269,4992336,4924569,4863694,4805140,4745765,4685331,4626034,4569880,4519607,4477006,4442825,4415956,4394018,4373630,4352244,4329026,4304363,4278410
Germany,15000000,,,,,,,,,,,,,,,,,,22886919,,,,,,,,,,,,,,,,,,,,24905000,25260000,25620000,25969000,26307000,26650000,26964000,27249000,27540000,27807000,28045000,28283000,28535000,28801000,29071000,29390000,29702000,30013000,30365000,30746000,31126000,31475000,31787000,32086000,32394000,32743000,33059000,33231000,33289000,33452000,33746000,34055000,34290000,34422000,34531000,34586000,34715000,34979000,35278000,35633000,36049000,36435000,36788000,37184000,37602000,37955000,38193000,38440000,38637000,38914000,39231000,39456000,39691000,40017000,40450000,40897000,41491000,42034000,42546000,43052000,43500000,43827000,44112000,44404000,44777000,45084000,45505000,46001000,46538000,47083000,47607000,48129000,48633000,49123000,49703000,50363000,51111000,51921000,52753000,53592000,54388000,55214000,56104000,56963000,57806000,58644000,59481000,60341000,61187000,62038000,62884000,63852000,64457000,65058000,66096000,66230000,66076000,65763000,65237000,60547000,60894000,61573000,61900000,62307000,62697000,63166000,63630000,64023000,64393000,64739000,65084000,65423000,65716000,66027000,66409000,66871000,67349000,67831000,68558000,69286000,69835000,70244000,70834000,70411000,69865000,67000000,64678000,66094000,67295000,67991000,68376002,68713920,69086530,69483349,69897556,70325997,70769436,71232304,71721922,72247225,72814899,73425276,74068738,74724168,75363329,75963700,76518660,77026811,77477619,77860668,78169287,78398250,78549958,78635758,78672415,78673559,78648816,78600404,78526576,78422458,78288577,78124452,77944929,77784306,77686865,77684875,77783439,77974722,78260173,78637382,79098094,79651903,80282985,80926118,81495194,81929441,82200333,82326019,82350467,82341545,82349027,82384256,82432026,82484111,82524343,82540739,82536138,82516297,82475271,82405365,82302465,82162512,81990837,81804228
Ghana,,,,,,,,,,,,,,,,,,,2016034,,,,,,,,,,,,,,,,,,,,2016034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2043000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980879,5088932,5229464,5392178,5568967,5753908,5943367,6135898,6331952,6533404,6742107,6958364,7179577,7399678,7610752,7807845,7986643,8150359,8310713,8484140,8681818,8911291,9167822,9435673,9692196,9922663,10119038,10290712,10461377,10664342,10922708,11246007,11624726,12039663,12462279,12871965,13261929,13638708,14010951,14392619,14793415,15216133,15655847,16105502,16554855,16996901,17429209,17855250,18281113,18715676,19165490,19632265,20114361,20610897,21119911,21639806,22170556,22712403,23264176,23824402,24391823,24965816,25545939,26131336
Gibraltar,,,,,,,,,,,,,,,,,,,9873,,,,,,,,,,,,,,,,,,,,9873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20497,20641,20769,20874,20955,21015,21065,21118,21198,21325,21518,21786,22122,22501,22885,23248,23582,23894,24178,24431,24654,24838,24985,25117,25262,25440,25663,25920,26182,26406,26565,26648,26667,26647,26619,26608,26620,26650,26697,26757,26830,26921,27032,27145,27233,27283,27279,27231,27188,27214,27348,27615,27989,28410,28793,29075,29237,29296,29287,29257,29244,29254,29278,29309
Greece,1500000,,,,,,,,,,,,,,,,,,2151155,,,,,,,,,,,,,,,,,,,,2312000,2333000,2355000,2376000,2398000,2420000,2443000,2465000,2488000,2511000,2534000,2557000,2581000,2605000,2629000,2653000,2677000,2702000,2727000,2752000,2777000,2803000,2829000,2855000,2881000,2908000,2934000,2961000,2989000,3016000,3044000,3072000,3100000,3129000,3158000,3187000,3216000,3246000,3273000,3306000,3336000,3367000,3398000,3430000,3461000,3493000,3525000,3558000,3591000,3621000,3657000,3694000,3732000,3770000,3809000,3848000,3887000,3927000,3967000,4008000,4049000,4090000,4132000,4174000,4217000,4260000,4303000,4347000,4392000,4437000,4482000,4528000,4574000,4621000,4668000,4716000,4764000,4813000,4862000,4912000,4962000,4997000,5032000,5067000,5102000,5138000,5174000,5210000,5246000,5283000,5320000,5355000,5390000,5425000,5463000,5502000,5541000,5580000,5620000,5660000,5700000,5837000,5890000,6010000,6000000,5958000,6042000,6127000,6205000,6275000,6351000,6440000,6516000,6591000,6688000,6793000,6886000,6973000,7061000,7156000,7280000,7362000,7339000,7297000,7284000,7322000,7418000,7529000,7749000,7856000,7566002,7646718,7725959,7805207,7885213,7965998,8046802,8126135,8201917,8271724,8333499,8386326,8431099,8470808,8509724,8551005,8596595,8646013,8697173,8746781,8793002,8833582,8870711,8912166,8968522,9046544,9149987,9274357,9408034,9534673,9642504,9728220,9795461,9848045,9892518,9934292,9972624,10007304,10045020,10094241,10160501,10247132,10351229,10464295,10574134,10671809,10754641,10824894,10884604,10937612,10986883,11032395,11073334,11111072,11147261,11183114,11219300,11255717,11291807,11326596,11359346,11390031,11418878,11445691
