Laos,,,,,,,,,,,,,,,,,,,470000,,,,,,,,,,,,,,,,,,,,470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682917,1724429,1766485,1809151,1852491,1896569,1941441,1987164,2033789,2081371,2129968,2179647,2230493,2282604,2336091,2391060,2447006,2503880,2562718,2624932,2691207,2762977,2839169,2914999,2983956,3041847,3086518,3120663,3150906,3186599,3234555,3296978,3372093,3457860,3550669,3647754,3748525,3853600,3962714,4075767,4192414,4312348,4434570,4557216,4677981,4795112,4907960,5016576,5120845,5220920,5317060,5408912,5496700,5582028,5667055,5753341,5841572,5931385,6022001,6112143,6200894,6288037,6373934,6458911
Latvia,,,,,,,,,,,,,,,,,,,590588,,,,,,,,,,,,,,,,,,,,590588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949000,1954910,1965231,1979138,1995922,2014992,2035877,2058224,2081785,2106392,2131890,2158063,2184569,2210916,2236535,2261016,2284026,2305578,2326027,2345942,2365705,2385524,2405177,2424107,2441537,2456971,2470206,2481606,2491929,2502245,2513349,2524804,2536323,2548940,2563992,2582011,2604319,2629552,2652332,2665405,2663905,2645539,2612722,2571110,2528893,2492095,2462617,2438994,2419819,2402452,2384972,2367302,2350340,2334225,2319229,2305528,2293080,2281693,2271198,2261380,2252060,2243142,2234572,2226260
Lebanon,,,,,,,,,,,,,,,,,,,332000,,,,,,,,,,,,,,,,,,,,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442826,1466906,1499688,1539212,1583837,1632254,1683491,1736903,1792134,1849055,1907573,1967434,2028043,2088392,2147273,2203902,2256917,2306528,2355380,2407221,2464286,2528423,2597588,2665458,2723330,2765289,2788641,2796136,2794001,2791308,2794638,2807342,2827767,2851609,2872204,2885481,2888455,2884778,2884840,2902893,2948372,3026061,3130785,3249799,3364891,3462974,3539137,3597350,3644171,3690033,3742329,3802903,3868504,3935421,3998042,4052420,4097457,4134872,4166915,4196990,4227597,4259405,4291719,4324060
Lesotho,,,,,,,,,,,,,,,,,,,276361,,,,,,,,,,,,,,,,,,,,276361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733942,744344,754883,765602,776556,787810,799442,811540,824201,837523,851594,866469,882163,898637,915820,933664,952235,971576,991576,1012087,1033044,1054333,1076100,1098849,1123261,1149797,1178551,1209290,1241725,1275421,1309981,1345398,1381537,1417720,1453098,1487079,1519369,1550144,1579900,1609386,1639177,1669190,1699284,1729896,1761558,1794531,1829222,1865218,1900962,1934337,1963878,1988983,2010261,2028976,2047006,2065752,2085561,2106128,2127412,2149201,2171318,2193843,2216850,2240126
Liberia,,,,,,,,,,,,,,,,,,,313543,,,,,,,,,,,,,,,,,,,,313543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911140,925211,940884,958098,976786,996880,1018303,1040978,1064823,1089763,1115736,1142713,1170708,1199785,1230038,1261555,1294368,1328506,1364046,1401077,1439677,1479831,1521565,1565044,1610474,1657971,1706539,1755815,1807164,1862497,1922536,1988931,2059483,2126455,2179471,2211509,2221350,2212690,2189831,2159264,2127098,2091355,2054179,2030591,2039922,2094591,2203809,2360511,2540835,2710963,2847290,2939296,2996082,3037412,3092721,3182539,3313718,3477197,3658460,3835929,3994122,4128572,4244684,4348740
Libya,500000,,,,,,,,,,,,,,,,,,531472,,,,,,,,,,,,,,,,,,,,538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029010,1035282,1048211,1067811,1093883,1126017,1163569,1205683,1251337,1299425,1349004,1399552,1451196,1504811,1561744,1622996,1688870,1759132,1833611,1911968,1994000,2079897,2169965,2264278,2362900,2466000,2572300,2681887,2797780,2924086,3063000,3216430,3381390,3549220,3708142,3849801,3970886,4074021,4164147,4249018,4334459,4421885,4509970,4598629,4687106,4775009,4862665,4951076,5041233,5134324,5231189,5331311,5434293,5541062,5652797,5769709,5893738,6023053,6149620,6262667,6355112,6422772,6469497,6506095
Liechtenstein,,,,,,,,,,,,,,,,,,,5802,,,,,,,,,,,,,,,,,,,,5802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13757,13944,14133,14340,14571,14833,15127,15452,15804,16176,16561,16956,17362,17785,18235,18717,19236,19782,20335,20867,21358,21799,22196,22563,22922,23288,23665,24048,24436,24825,25213,25600,25990,26377,26761,27140,27511,27878,28243,28611,28986,29370,29760,30154,30549,30941,31328,31710,32090,32470,32853,33239,33626,34006,34365,34696,34995,35266,35521,35772,36032,36304,36584,36871
Lithuania,,,,,,,,,,,,,,,,,,,778655,,,,,,,,,,,,,,,,,,,,778655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2567402,2569619,2578052,2591358,2608493,2628706,2651564,2676930,2704918,2735814,2769849,2806938,2846474,2887227,2927610,2966462,3003168,3037887,3071192,3104044,3137113,3170575,3204064,3237070,3268867,3298964,3327193,3353830,3379395,3404630,3430089,3455403,3480356,3505769,3532724,3561668,3593334,3626602,3657818,3682059,3695890,3698095,3689943,3673606,3652438,3629104,3604044,3577128,3549816,3523732,3500028,3479622,3462402,3447170,3432060,3415748,3397895,3379043,3359799,3341097,3323611,3307481,3292454,3278337
Luxembourg,,,,,,,,,,,,,,,,,,,127030,,,,,,,,,,,,,,,,,,,,127030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296001,297212,299060,301140,303172,305000,306598,308067,309611,311508,314002,317204,320992,324974,328603,331505,333465,334657,335573,336922,339184,342560,346805,351409,355635,358956,361239,362669,363435,363846,364158,364405,364589,364897,365550,366716,368467,370806,373733,377218,381225,385755,390778,396179,401804,407522,413377,419355,425216,430650,435491,439509,442882,446340,450888,457197,465586,475714,486781,497637,507448,515941,523362,530018
"Macao, China",,,,,,,,,,,,,,,,,,,17311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,,,,13000,,,,,,,,,,,,,,,,,,,,,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64000,,,,,,,,,,76000,,,,,,,,,,84000,,,,,,,157000,,,,,,,,,,170000,,,375000,,,,,,,,,,196482,195949,193741,190284,186029,181445,177036,173324,170837,170081,171450,175129,181020,188698,197519,206906,216869,227256,237127,245308,250995,253879,254280,252843,250548,248211,245913,243725,242455,243067,246230,252251,260913,271665,283662,296210,309212,322637,335931,348443,359709,369493,377886,385193,391906,398426,404808,411050,417435,424292,431867,440265,449472,459456,470127,481390,493267,505709,518463,531195,543656,555731,567441,578844
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,391865,,,,,,,,,,,,,,,,,,,,391865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229700,1266781,1297548,1322002,1340508,1353798,1363000,1369605,1375395,1382299,1391996,1405483,1422698,1442355,1462410,1481397,1498995,1515804,1532371,1549553,1567968,1587484,1607799,1629127,1651721,1675598,1701231,1728165,1754389,1777205,1794830,1806228,1812327,1815719,1820117,1828148,1840767,1857034,1875387,1893409,1909353,1922774,1934265,1944343,1953874,1963484,1973283,1982994,1992404,2001178,2009091,2016075,2022255,2027819,2033039,2038109,2043091,2047922,2052524,2056769,2060563,2063893,2066785,2069219
Madagascar,1000000,,,,,,,,,,,,,,,,,,1543133,,,,,,,,,,,,,,,,,,,,1683000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083554,4168939,4258186,4351132,4447673,4547759,4651404,4758677,4869698,4984631,5103652,5226922,5354559,5486625,5623161,5764278,5909996,6060590,6216739,6379309,6548922,6725666,6909376,7100076,7297711,7502097,7713983,7933128,8157215,8383124,8608964,8833875,9059559,9289882,9530197,9784559,10054543,10339739,10639804,10953663,11280625,11620718,11974724,12343496,12728117,13129227,13547271,13981666,14430739,14892172,15364272,15846412,16338968,16842482,17357913,17885967,18426870,18980391,19546282,20124150,20713819,21315135,21928518,22555046
Malawi,,,,,,,,,,,,,,,,,,,737000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737000,,,,,,,,,,970000,,,,,,,,,,1202000,,,,,1293000,,,,,1603000,,,,,,,,,,,,,,2050000,,,,,2880700,2930156,2984164,3041877,3102675,3166157,3232162,3300751,3372183,3446871,3525246,3607612,3694022,3784224,3877813,3974682,4074649,4178378,4287627,4404709,4531280,4667889,4814073,4969175,5132087,5301861,5481074,5670199,5863933,6055046,6239898,6409111,6567327,6741249,6967388,7268257,7661008,8128340,8616602,9051225,9380892,9583696,9681728,9721620,9772164,9883350,10070605,10319125,10612353,10922265,11228756,11529337,11833102,12144945,12472794,12822587,13195329,13589404,14005113,14442290,14900841,15380888,15882815,16406945
Malaysia,,,,,,,,,,,,,,,,,,,287000,,,,,,,,,,,,,,,,,,,,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530000,,,,,,,,,,,,,,,,,,,,800000,,,,,,,,,,,,,,,,,,,,1585000,,,,,,,,,,2232000,2288000,2345000,2404000,2467000,2532000,2601000,2672000,2745000,2821000,2893000,2967000,3025000,3084000,3144000,3207000,3271000,3337000,3404000,3473000,3545000,3618000,3698000,3779000,3863000,3949000,4038000,4128000,4221000,4316000,4413000,4513000,4604000,4697000,4793000,4890000,4993000,5099000,5207000,5317000,5434000,5554000,5592000,5630000,5668000,5707000,5746000,5786000,5922000,6061000,6109907,6261928,6433126,6618149,6813133,7015713,7225097,7441991,7668339,7906924,8160113,8428536,8709925,8998621,9286976,9569499,9844029,10112042,10376210,10640883,10909353,11182967,11461117,11742976,12027040,12312736,12600292,12891897,13191366,13503629,13832586,14178739,14542156,14925545,15331937,15762856,16220169,16701745,17200067,17704839,18208562,18707774,19204087,19701263,20205446,20720810,21247102,21781499,22322448,22867698,23414909,23964621,24515323,25060184,25590453,26100241,26586287,27051142,27502008,27949395,28401017,28859154,29321798,29787203
Maldives,,,,,,,,,,,,,,,,,,,42378,,,,,,,,,,,,,,,,,,,,42378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72000,,,,,,,,,,70000,,,,,,,,,,79000,,,,,,,,,,,,,,,82000,,,,79293,78614,77940,77273,78684,79642,81492,83454,85523,87716,90050,92526,95115,97757,100370,102909,105325,107659,110056,112714,115772,119308,123266,127491,131752,135895,139851,143701,147623,151872,156626,161931,167708,173861,180238,186720,193275,199898,206522,213067,219474,225709,231756,237606,243256,248712,253960,259002,263867,268600,273236,277791,282266,286665,290988,295240,299419,303539,307632,311739,315885,320081,324313,328551
Mali,,,,,,,,,,,,,,,,,,,1403398,,,,,,,,,,,,,,,,,,,,1403398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637633,4693573,4750451,4808476,4867776,4928400,4990311,5053392,5117468,5182338,5247877,5314146,5381485,5450558,5522231,5597238,5675700,5757783,5844286,5936162,6034022,6138428,6249101,6364760,6483570,6604259,6725776,6848536,6974443,7106248,7245598,7394730,7552338,7712392,7866571,8009705,8139016,8258615,8378673,8513337,8672868,8861362,9076261,9313042,9564231,9824510,10092753,10371338,10662517,10969725,11295324,11639798,12001887,12380104,12772264,13176642,13592796,14020786,14459990,14909813,15369809,15839538,16318897,16808242
Malta,,,,,,,,,,,,,,,,,,,134072,,,,,,,,,,,,,,,,,,,,134072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311997,312918,313514,313903,314164,314341,314436,314412,314204,313725,312905,311724,310249,308639,307119,305851,304939,304369,304047,303822,303607,303338,303123,303243,304083,305898,308788,312621,317130,321925,326709,331406,336046,340572,344944,349135,353069,356736,360256,363812,367524,371455,375533,379574,383314,386576,389277,391499,393429,395339,397420,399746,402244,404787,407183,409295,411084,412608,413946,415220,416515,417855,419212,420557
Marshall Islands,,,,,,,,,,,,,,,,,,,5828,,,,,,,,,,,,,,,,,,,,5828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000,13218,13432,13621,13774,13893,13987,14081,14201,14384,14661,15050,15543,16109,16700,17282,17839,18387,18965,19622,20397,21309,22340,23439,24534,25578,26547,27467,28396,29414,30578,31891,33330,34890,36562,38327,40196,42140,44054,45802,47288,48469,49369,50040,50565,51008,51389,51697,51930,52080,52145,52131,52066,51992,51968,52037,52210,52487,52880,53396,54038,54816,55717,56687
Martinique,,,,,,,,,,,,,,,,,,,84039,,,,,,,,,,,,,,,,,,,,84039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222001,224450,228328,233349,239254,245807,252801,260053,267404,274714,281865,288745,295246,301263,306700,311488,315566,318932,321649,323829,325561,326918,327918,328542,328748,328542,327897,326945,326056,325713,326254,327810,330273,333448,337024,340749,344615,348630,352584,356223,359377,361915,363904,365618,367459,369709,372461,375604,378962,382276,385349,388133,390681,393022,395211,397292,399262,401101,402804,404376,405814,407121,408302,409366
Mauritania,,,,,,,,,,,,,,,,,,,382696,,,,,,,,,,,,,,,,,,,,382696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657182,672223,688526,705979,724485,743964,764349,785592,807656,830520,854167,878589,903773,929704,956369,983773,1011900,1040792,1070585,1101457,1133539,1166883,1201462,1237242,1274150,1312132,1351167,1391261,1432406,1474597,1517817,1562144,1607553,1653818,1700638,1747839,1795343,1843352,1892328,1942900,1995548,2050456,2107590,2166948,2228453,2292053,2357678,2425374,2495316,2567741,2642743,2720367,2800333,2882003,2964526,3047249,3129959,3212672,3295254,3377630,3459773,3541540,3622961,3704414
Mauritius,,,,,,,,,,,,,,,,59000,,,62865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181000,,,,,,,,,,,320000,,,,,,,,,,330000,,,,,,,,,,360000,,,,,,,,,,371000,,,,,,,,,,371000,,,,,,,,,,369000,,,,,,,,,,376000,,,,,,,,,,393000,,,,,,,,,,,,,419000,,,,,,493254,506393,521087,536859,553338,570258,587465,604913,622642,640758,659351,678408,697738,716944,735508,753065,769472,784833,799329,813258,826862,840108,852981,865777,878870,892492,906825,921718,936660,950931,964023,975852,986620,996476,1005669,1014450,1022704,1030542,1038704,1048161,1059548,1073250,1088939,1105659,1122040,1137098,1150448,1162388,1173451,1184470,1196027,1208279,1220935,1233594,1245669,1256742,1266684,1275650,1283849,1291609,1299172,1306593,1313803,1320785
Mayotte,,,,,,,,,,,,,,,,,,,8219,,,,,,,,,,,,,,,,,,,,8219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15141,15742,16468,17277,18138,19032,19951,20897,21885,22932,24055,25262,26542,27861,29175,30455,31684,32881,34087,35364,36755,38290,39955,41712,43495,45268,47016,48777,50630,52684,55016,57665,60618,63844,67287,70912,74685,78630,82829,87402,92413,97901,103795,109918,116028,121949,127624,133089,138384,143585,148753,153887,158983,164101,169315,174681,180217,185922,191805,197870,204114,210552,217172,223907
Mexico,4500000,,,,,,,,,,,,,,,,,,6181708,,,,,,,,,,,,,,,,,,,,6587000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7662000,,,,,,,,,,,,,,,,,,,,9219000,9331000,9444000,9558000,9674000,9791000,9910000,10030000,10151000,10274000,10399000,10524000,10652000,10781000,10912000,11044000,11178000,11313000,11450000,11589000,11729000,11904000,12083000,12263000,12447000,12663000,12822000,13014000,13209000,13406000,13607000,13755000,13904000,14055000,14208000,14363000,14519000,14676000,14836000,14997000,15000000,14990000,14980000,14970000,14960000,14950000,14940000,14930000,14920000,14910000,14900000,14895000,15129000,15367000,15609000,15854000,16103000,16356000,16613000,16875000,17175000,17480000,17790000,18115000,18445000,18781000,19040000,19370000,19705000,20047000,20393000,20955000,21532000,22125000,22734000,23724000,24413000,25122000,25852000,26603000,27865814,28614984,29465877,30402868,31412046,32481214,33599909,34759382,35952533,37173800,38418829,39684127,40966751,42264182,43574687,44898430,46229966,47572205,48943844,50370262,51868335,53441943,55081201,56771626,58492118,60224601,61969362,63723359,65461471,67152555,68776411,70318386,71788766,73223336,74673296,76175154,77741110,79358780,81010093,82666457,84306602,85923799,87523328,89109703,90691331,92272749,93858373,95441345,97001933,98513690,99959594,101329543,102634153,103902569,105175967,106483757,107835259,109220753,110627158,112033369,113423047,114793341,116146768,117478371
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,16416,,,,,,,,,,,,,,,,,,,,16416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,33396,34590,35686,36767,37888,39085,40366,41719,43120,44536,45954,47385,48873,50481,52236,54199,56322,58403,60166,61431,62105,62297,62288,62474,63143,64383,66106,68217,70546,72962,75456,78048,80667,83232,85682,87950,90037,92040,94105,96319,98749,101314,103780,105825,107233,107904,107947,107605,107237,107103,107290,107728,108325,108926,109419,109789,110092,110367,110676,111064,111542,112098,112726
Moldova,,,,,,,,,,,,,,,,,,,712558,,,,,,,,,,,,,,,,,,,,712558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341003,2381454,2432109,2491076,2556587,2626997,2700778,2776526,2852962,2928944,3003500,3075852,3145451,3211980,3275331,3335497,3391966,3444753,3495063,3544593,3594501,3645524,3697183,3747974,3795721,3838998,3877052,3910760,3942280,3974656,4009998,4048772,4090009,4132576,4174737,4214996,4252952,4288276,4319579,4345236,4363950,4375242,4378913,4374366,4361061,4338750,4307683,4268370,4221290,4167099,4106736,4040204,3968812,3896409,3827906,3766876,3714961,3671540,3635059,3602853,3572885,3544864,3519266,3495657
Monaco,,,,,,,,,,,,,,,,,,,7789,,,,,,,,,,,,,,,,,,,,7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,19868,19846,19933,20121,20396,20737,21114,21496,21847,22135,22343,22477,22562,22643,22749,22886,23046,23234,23448,23689,23968,24282,24605,24902,25153,25341,25482,25617,25802,26078,26459,26930,27459,28004,28533,29036,29521,29990,30447,30896,31330,31745,32154,32574,33014,33485,33974,34444,34840,35126,35288,35341,35323,35282,35260,35267,35295,35336,35377,35407,35427,35444,35456
Mongolia,,,,,,,,,,,,,,,,,,,619000,,,,,,,,,,,,,,,,,,,,619000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780200,793846,808494,823840,839736,856184,873350,891555,911239,932921,957044,983822,1013100,1044297,1076571,1109312,1142272,1175616,1209647,1244846,1281535,1319817,1359478,1400150,1441311,1482599,1523908,1565380,1607212,1649710,1693122,1736994,1781213,1826717,1874774,1926002,1981170,2039204,2096653,2148850,2192553,2226469,2251861,2271236,2288370,2306131,2325369,2345618,2366895,2388862,2411369,2434515,2458853,2485177,2514462,2547339,2584143,2624509,2667474,2711659,2756001,2800114,2844081,2887863
Montenegro,,,,,,,,,,,,,,,,,,,126582,,,,,,,,,,,,,,,,,,,,126582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398539,401735,407165,413925,421324,428881,436342,443661,450979,458567,466674,475371,484408,493148,500745,506646,510527,512701,514031,515746,518727,523214,528905,535454,542304,548999,555632,562247,568285,573036,576069,577041,576292,574920,574459,575997,579821,585546,592740,600697,608816,617144,625630,633443,639542,643227,644121,642533,639309,635689,632606,630299,628594,627500,626912,626739,627074,627962,629185,630435,631490,632261,632796,633167
Montserrat,,,,,,,,,,,,,,,,,,,5230,,,,,,,,,,,,,,,,,,,,5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100,,,,,,,,,,7600,,,,,,,,,,8700,,,,,,,,,,10000,,,,,,,,,,12000,,,,,,,,,,12000,,,,,,,,,,12000,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,14000,,,,13521,14118,14481,14616,14540,14285,13890,13411,12908,12451,12095,11877,11793,11802,11834,11839,11806,11754,11693,11644,11622,11626,11646,11680,11723,11770,11821,11875,11917,11931,11906,11837,11727,11592,11446,11307,11165,11013,10871,10769,10714,10746,10842,10883,10707,10210,9329,8137,6832,5697,4931,4608,4660,4962,5322,5599,5760,5845,5876,5895,5934,5990,6046,6100
Morocco,1750000,,,,,,,,,,,,,,,,,,2503218,,,,,,,,,,,,,,,,,,,,2689000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8953000,9167716,9390159,9623715,9870670,10132210,10408363,10698059,10999295,11309424,11625999,11947688,12275060,12610932,12959397,13323000,13703369,14098444,14502647,14908265,15309995,15706226,16099392,16493298,16893643,17304995,17726625,18158169,18604851,19073204,19566920,20088209,20633004,21190800,21747150,22291062,22818601,23330761,23827539,24310585,24781105,25237951,25679802,26107772,26523600,26928600,27323664,27708647,28082684,28444414,28793236,29129204,29453931,29770316,30082152,30392473,30702084,31011199,31321453,31634524,31951412,32272974,32598536,32925553
Mozambique,1500000,,,,,,,,,,,,,,,,,,1982324,,,,,,,,,,,,,,,,,,,,2096000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6442133,6535891,6636035,6742252,6854315,6972081,7095498,7224598,7359490,7500335,7647298,7800484,7959885,8125366,8296714,8473839,8657160,8847011,9043165,9245275,9453385,9665565,9882427,10109426,10353943,10620268,10908878,11214834,11530022,11843382,12145501,12441643,12731231,12992962,13199259,13334972,13384409,13365201,13336217,13378100,13547076,13867422,14318167,14854590,15409381,15933452,16412893,16862385,17295521,17735992,18200656,18691461,19200021,19721009,20246287,20770013,21290952,21811326,22332900,22858607,23390765,23929708,24475186,25028313
Myanmar,,,,,,,,,,,,,,,,,,,3506000,,,,,,,,,,,,,,,,,,,,3506000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3932000,,,,,,,,,,,,,,,,,,,,4245000,,,,,,,,,,,,,,,,,,,,7489000,,,,,,,,,,10174000,10490000,10642000,10796000,10953000,11112000,11273000,11437000,11603000,11771000,11942000,12115000,12220000,12326000,12433000,12541000,12650000,12760000,12871000,12893000,13096000,13212000,13351000,13491000,13633000,13776000,13921000,14067000,14215000,14364000,14515000,14667000,14870000,15075000,15283000,15494000,15708000,15925000,16145000,16368000,16594000,16824000,,,,,,,,,17157508,17463258,17786203,18127006,18485791,18862149,19255085,19663071,20084160,20516191,20957397,21407053,21866045,22337108,22824142,23330184,23854648,24397064,24960539,25548930,26164131,26807570,27475978,28160632,28849728,29534378,30210895,30880196,31543652,32204485,32864901,33524053,34179992,34832636,35481981,36127741,36770437,37409257,38041034,38661616,39268304,39855885,40425088,40985963,41552659,42133199,42735941,43352191,43952526,44496687,44957660,45323903,45609292,45843675,46070248,46321162,46605278,46915826,47250315,47601374,47963012,48336763,48724387,49119646
